ID,TCGA-BR-4184-11A,TCGA-BR-4253-11A,TCGA-BR-4184-01A,TCGA-BR-4187-01A,TCGA-CG-4474-01A,TCGA-BR-4201-01A,TCGA-BR-4370-11A
cg13309018,0.08880059,0.05282506,0.065773638,0.075577857,0.074792573,0.057204877,0.052621608
cg13310628,0.04631569,0.036840071,0.030062085,0.027294906,0.033924106,0.026155276,0.046742468
cg13310671,0.010289291,0.01280772,0.010622812,0.01372384,0.015395906,0.011267189,0.013703476
cg13311440,0.307987027,0.509955168,0.405744572,0.458868235,0.496905811,0.486553451,0.510621411
cg13313036,0.103800506,0.028757338,0.005858678,0.006024384,0.01332378,0.005608436,0.007503906
cg13314167,0.812141883,0.860372235,0.506434486,0.861346182,0.854513748,0.852975862,0.850793534
cg13315147,0.571438248,0.615283256,0.757075054,0.595349258,0.577697986,0.593464275,0.24981414
cg13315690,0.315308214,0.247559427,0.283598525,0.45653077,0.501858353,0.300029026,0.193425788
cg13316191,0.070320313,0.066850637,0.072668035,0.06912785,0.064245718,0.069559692,0.072163467
cg13316424,0.774828875,0.715997968,0.487787321,0.852509962,0.837688782,0.865004045,0.740521356
cg13319139,0.042684231,0.026268775,0.264339668,0.047619799,0.352767499,0.063516335,0.029861217
cg13319175,0.845102241,0.773560051,0.839695931,0.820087311,0.854394272,0.840366419,0.814689212
cg13319664,0.061027574,0.038063793,0.057048375,0.036799105,0.051626931,0.034267919,0.037395059
cg13320626,0.074724658,0.25125469,0.462974621,0.207871282,0.533297514,0.455227193,0.081595905
cg13320683,0.737457166,0.727888652,0.81130926,0.644338537,0.552425904,0.636772388,0.820852603
cg13322449,0.720860492,0.76421304,0.772121871,0.712112569,0.800334274,0.695076171,0.795475315
cg13323474,0.03719263,0.030546653,0.032407132,0.030599995,0.030552053,0.035798803,0.036655891
cg13323752,0.170740954,0.320048419,0.46457682,0.067375468,0.406629025,0.28833286,0.11608189
cg13325261,0.014183767,0.013863675,0.01302341,0.013950764,0.013778236,0.010505255,0.014524144
cg13325529,0.066284962,0.062438043,0.110443955,0.071566257,0.130750819,0.069631521,0.069135022
cg13325666,0.049212213,0.053882692,0.042733613,0.046653664,0.041307555,0.040894613,0.045906627
cg13328485,0.754272654,0.893495912,0.840772972,0.719494268,0.782713588,0.667620136,0.659556526
cg13332088,0.039631418,0.046934995,0.047938099,0.03803456,0.049342267,0.040889855,0.039677625
cg13332130,0.013539169,0.015466823,0.017359318,0.015272634,0.019192824,0.0146784,0.027742631
cg13332925,0.016157384,0.016235185,0.01544815,0.01573379,0.015570608,0.01520869,0.018163288
cg13334277,0.711633897,0.751341018,0.66978573,0.707642297,0.734788732,0.770733428,0.730404427
cg13335112,0.758599701,0.771253722,0.700679958,0.60584718,0.612160713,0.784205842,0.856021572
cg13336167,0.037726132,0.038471611,0.034035668,0.028976343,0.030944036,0.030373904,0.040827536
cg13337865,0.175547427,0.258082394,0.473785993,0.178090219,0.408201613,0.286297368,0.143907049
cg13338132,0.80918018,0.76322166,0.669943785,0.765956922,0.663096204,0.791355685,0.858450412
cg13342120,0.047945699,0.062095491,0.045596232,0.042511805,0.05207796,0.045521867,0.052811827
cg13342558,0.698126983,0.621938121,0.462926299,0.761108178,0.491740273,0.571407134,0.657370039
cg13342625,0.04099404,0.04483378,0.046262173,0.04836742,0.048121643,0.0409829,0.044924407
cg13343486,0.230606694,0.313072116,0.027817009,0.012365198,0.026715741,0.01169124,0.14210201
cg13344740,0.345763308,0.362454638,0.36043645,0.136149867,0.275219184,0.125429624,0.299551357
cg13346032,0.049339985,0.059849588,0.036183194,0.038351177,0.042963768,0.031798639,0.056990392
cg13346411,0.354658119,0.367665519,0.587307812,0.124072035,0.622808501,0.43085697,0.241984993
cg13347296,0.024034868,0.031564876,0.021905137,0.037088092,0.058956036,0.02500142,0.043368796
cg13348944,0.465566991,0.55851345,0.336623773,0.510897292,0.416907847,0.604670644,0.519200027
cg13349425,0.652795693,0.562786946,0.691330506,0.772058588,0.491119348,0.635481329,0.712161545
cg13350481,0.034393049,0.044560909,0.035460331,0.036944795,0.046949598,0.048223047,0.048431591
cg13350783,0.687750267,0.759906138,0.841666851,0.840417518,0.846925575,0.902364668,0.81792204
cg13351161,0.500650364,0.377958968,0.487225957,0.446967316,0.51639262,0.630660666,0.336822899
cg13351583,0.196354953,0.375439769,0.617051254,0.350760113,0.331657526,0.443625931,0.159599076
cg13351698,0.03721107,0.040167545,0.052214579,0.02596704,0.037886797,0.03694281,0.042435348
cg13352306,0.843140519,0.889364254,0.834929085,0.881161213,0.849951603,0.813312887,0.804431462
cg13352495,0.062647909,0.063359212,0.049562088,0.059206182,0.051955282,0.048788074,0.053314745
cg13354523,0.653055327,0.584321331,0.455505581,0.526071874,0.432573068,0.550312744,0.459539641
cg13359415,0.442195224,0.358043819,0.235113692,0.052433473,0.437521003,0.024645047,0.342111463
cg13360150,0.018364316,0.03523415,0.025332424,0.033110286,0.022037991,0.040414034,0.035182832
cg13360404,0.023065652,0.025602162,0.022777905,0.036676684,0.035265709,0.018679394,0.018217514
cg13365022,0.12769731,0.145499779,0.631628024,0.106966027,0.34585001,0.138818189,0.142738752
cg13365761,0.123812767,0.165572847,0.074489423,0.200831173,0.318819773,0.059100619,0.098444834
cg13369981,0.160866266,0.15365885,0.2159559,0.13819614,0.163356458,0.154279691,0.173841092
cg13372488,0.167554613,0.279143521,0.258740796,0.122237035,0.192298837,0.539214391,0.177803198
cg13376158,0.059940763,0.046962787,0.05133639,0.05500831,0.046061473,0.04722273,0.070051869
cg13378388,0.424684681,0.673032677,0.85611167,0.386335967,0.77288642,0.746509547,0.369723487
cg13379236,0.692748284,0.650080466,0.574512097,0.79717681,0.629452862,0.735593472,0.795466461
cg13379871,0.032081381,0.032955838,0.030288365,0.031008665,0.03448311,0.02489095,0.028396433
cg13382694,0.154314613,0.126741011,0.189058064,0.091579906,0.161457733,0.184347705,0.079829464
cg13382714,0.029599576,0.027674043,0.025825392,0.025546123,0.0272892,0.015017756,0.037307619
cg13383490,0.029297394,0.033307416,0.03570295,0.033917978,0.02776297,0.021425491,0.038984859
cg13383572,0.817559716,0.720078052,0.745626742,0.772603188,0.783312082,0.844658764,0.802256365
cg13384498,0.925609553,0.916107093,0.889412044,0.92354061,0.914848781,0.948579211,0.948012056
cg13386234,0.036570647,0.026332092,0.039862567,0.023092379,0.033392291,0.015898252,0.035857884
cg13391638,0.082964477,0.095620984,0.271110903,0.05525544,0.077364596,0.075723034,0.181115075
cg13393195,0.052168558,0.05201977,0.050994618,0.05257481,0.06450895,0.048042441,0.056112199
cg13396213,0.036075168,0.036859595,0.041992052,0.044921665,0.046315715,0.03672399,0.038067181
cg13397365,0.052426334,0.041490104,0.041132136,0.063372597,0.049442932,0.040949334,0.042313453
cg13398993,0.063027418,0.057346072,0.055792964,0.047424213,0.054637023,0.042935649,0.068086282
cg13401339,0.075978574,0.124625491,0.158121638,-0.002974451,0.519613663,0.289624257,0.06780673
cg13401831,0.089146437,0.055023823,0.481034856,0.059837014,0.062397752,0.067657276,0.107451126
cg13401987,0.028067248,0.018181222,0.023565684,0.016366367,0.023702691,0.006590583,0.016560208
cg13404558,0.02884554,0.030152659,0.030599074,0.033205479,0.032436213,0.027211542,0.113272009
cg13405161,0.018793759,0.020313307,0.018996288,0.017109389,0.017872988,0.016564374,0.018307844
cg13406768,0.869668255,0.846040767,0.809629735,0.870903785,0.705112903,0.858959479,0.867662005
cg13407883,0.677940817,0.587957854,0.379560019,0.552859707,0.451308411,0.592359316,0.681304532
cg13409216,0.026190963,0.022937617,0.028729287,0.022612289,0.024197266,0.0325135,0.024972248
cg13410437,0.893900298,0.90440224,0.867094324,0.861727142,0.894852325,0.873669632,0.900799365
cg13412063,0.039255994,0.039736091,0.028125403,0.037026896,0.039228681,0.034270803,0.045735882
cg13412615,0.710622234,0.670121926,0.452979782,0.782422818,0.65237425,0.758085823,0.761251849
cg13414044,0.024920323,0.024721612,0.023528451,0.02583039,0.024156579,0.018798834,0.028714495
cg13415207,0.037453717,0.035940272,0.0357249,0.035418071,0.03552173,0.034115033,0.035400578
cg13415434,0.076590464,0.073258091,0.059488902,0.077429855,0.091894502,0.076354594,0.057769092
cg13417824,0.019926686,0.028134341,0.024321545,0.026598423,0.025344505,0.028593945,0.020558804
cg13420923,0.03026999,0.039970145,0.043529471,0.043216676,0.034361714,0.026230414,0.033586419
cg13421924,0.043728247,0.035238765,0.089662244,0.058763071,0.061840274,0.084508283,0.024756641
cg13423076,0.021925191,0.018548846,0.021399431,0.018365051,0.01901325,0.01829994,0.02149905
cg13424229,0.736827985,0.525575009,0.460283481,0.764963417,0.524057688,0.617176034,0.647838573
cg13424446,0.730532391,0.709018779,0.568228984,0.728348731,0.658945632,0.70434545,0.812554112
cg13425637,0.101654406,0.031044499,0.106494688,0.006169801,0.017636671,0.001564996,0.118277203
cg13426503,0.029790827,0.026510654,0.032736182,0.021841938,0.026009173,0.019419654,0.027028104
cg13427055,0.057341761,0.052969985,0.062919144,0.056411005,0.054085166,0.044437748,0.057375298
cg13430425,0.017400048,0.022578386,0.031673707,0.022286994,0.020492647,0.032664849,0.038158207
cg13433272,0.026704423,0.025513616,0.027048558,0.02714983,0.027705797,0.024657164,0.026003848
cg13435381,0.24178638,0.184367592,0.043162416,0.052086379,0.051249915,0.043953023,0.108826956
cg13436343,0.024731589,0.022513353,0.019260181,0.023293597,0.021638745,0.019985865,0.026986879
cg13436799,0.102660319,0.113048664,0.536679052,0.073737387,0.639865216,0.064893254,0.092914437
cg13437593,0.033307844,0.025146726,0.03244735,0.021444135,0.029878559,0.052898543,0.025238812
cg13438673,0.047575571,0.048201591,0.054992657,0.048660139,0.05325536,0.045328226,0.035996433
cg13438944,0.025608256,0.03052692,0.033779461,0.029772375,0.035705288,0.037893937,0.031677674
cg13439299,0.960046831,0.949035869,0.921642708,0.960345932,0.935323279,0.953447364,0.962238873
cg13439730,0.633661257,0.445400111,0.302423736,0.436770448,0.401467687,0.458498728,0.451300257
cg13445249,0.573155136,0.705585022,0.837370646,0.871513225,0.892862363,0.867043213,0.791612097
cg13445358,0.034575085,0.033790362,0.026268983,0.023984952,0.108378054,0.074952239,0.080275854
cg13446199,0.534716439,0.702166337,0.820184036,0.670530081,0.736531054,0.742097881,0.470706338
cg13446235,0.047339564,0.039474067,0.064266538,0.057277039,0.037173592,0.040451042,0.060261688
cg13446622,0.709202899,0.730685651,0.635399142,0.821780807,0.669570833,0.832153115,0.774976572
cg13446852,0.02156671,0.035372178,0.028355295,0.024129325,0.024850173,0.020671515,0.030554874
cg13447818,0.773902579,0.748569968,0.514634671,0.853171208,0.647268991,0.720045665,0.821124907
cg13448401,0.012010136,0.01341968,0.0148274,0.011615463,0.012409202,0.009719565,0.012888907
cg13448625,0.917667586,0.914368973,0.917938611,0.745535973,0.87868697,0.690542414,0.919632872
cg13449372,0.944443343,0.861091592,0.87851638,0.960375483,0.829188837,0.95157719,0.954517255
cg13449778,0.357789149,0.375430267,0.459312981,0.085148812,0.455806993,0.038261791,0.246032712
cg13450057,0.947206027,0.945011374,0.934220226,0.93262654,0.930772748,0.91942157,0.933895969
cg13451483,0.088348197,0.088105684,0.107371772,0.085432298,0.082211727,0.09685032,0.124654618
cg13453139,0.773668166,0.792763732,0.798231471,0.700512549,0.580221039,0.828727074,0.807630127
cg13454184,0.031862542,0.02902319,0.038059472,0.030517943,0.029498453,0.027208817,0.030423048
cg13455369,0.025602215,0.024151578,0.040068286,0.022541348,0.041177154,0.030894337,0.04327639
cg13456653,0.031590591,0.047621749,0.063471548,0.038831943,0.042704322,0.0306531,0.034288987
cg13461600,0.032091201,0.045536006,0.041691902,0.029083731,0.044509863,0.020303064,0.05722528
cg13461622,0.441113862,0.635122669,0.680558497,0.743381809,0.555106676,0.759316792,0.653295831
cg13462160,0.355766463,0.372755004,0.298124635,0.310649914,0.325255453,0.304404975,0.342615637
cg13463367,0.040412853,0.04449989,0.051227564,0.045780582,0.038680056,0.065103157,0.074637117
cg13466487,0.951112809,0.954014738,0.92870693,0.939502559,0.955987609,0.931379544,0.962497146
cg13467814,0.038852916,0.036240943,0.041555579,0.038628125,0.099130128,0.042845589,0.035092959
cg13468685,0.59956899,0.72808536,0.8731939,0.71513353,0.838743503,0.701545747,0.794580976
cg13469311,0.021304793,0.030347742,0.029812014,0.020462484,0.020182162,0.02145817,0.0296984
cg13470920,0.369352372,0.448314541,0.458114228,0.474697228,0.375669453,0.612944439,0.541288063
cg13471990,0.280477461,0.233226714,0.216153537,0.344604137,0.290779956,0.349843641,0.426319256
cg13473336,0.611955688,0.666052419,0.737374978,0.812521519,0.822584291,0.837069325,0.805509106
cg13473383,0.125912415,0.083359105,0.099455476,0.12153156,0.074789657,0.081508879,0.105213896
cg13474734,0.621698095,0.640449544,0.700970856,0.607882766,0.697211224,0.576684104,0.655960476
cg13474750,0.77097814,0.766152758,0.825307218,0.72343171,0.684007921,0.929421787,0.916101938
cg13477510,0.87811075,0.914081308,0.932408919,0.938079931,0.914697692,0.926286303,0.916186782
cg13482485,0.130000712,0.125798144,0.039604112,0.04587132,0.056430209,0.051443147,0.136100832
cg13488201,0.488165493,0.539340849,0.680417896,0.45931663,0.590812103,0.533707629,0.432306891
cg13488557,0.037051002,0.029302245,0.03823207,0.043496491,0.057534036,0.068784092,0.093056005
cg13490635,0.160461716,0.146871041,0.12547857,0.017673371,0.088535154,0.018960178,0.106107683
cg13490971,0.112641369,0.112339761,0.102482998,0.280207095,0.132993686,0.255113444,0.067744827
cg13492227,0.554574242,0.64021056,0.333718758,0.463201017,0.613681225,0.556463419,0.48704442
cg13492340,0.171574948,0.269194139,0.645456101,0.193843043,0.303581208,0.391419535,0.116607864
cg13493001,0.733676632,0.791973869,0.711981451,0.752178067,0.787921874,0.768153954,0.804671002
cg13493559,0.014726328,0.016232424,0.014852815,0.015038324,0.015937344,0.012582748,0.016681704
cg13494498,0.153549273,0.193118707,0.080197818,0.093108967,0.077759939,0.055586181,0.148897411
cg13496838,0.159467641,0.235222672,0.276566888,0.163366768,0.110290925,0.164589547,0.142186396
cg13500819,0.453252749,0.596435504,0.721254981,0.734082208,0.714959795,0.810463559,0.642600237
cg13501117,0.060954798,0.050429425,0.048462547,0.044204319,0.066842737,0.054821446,0.035642865
cg13501507,0.021933423,0.023696223,0.026404077,0.024395348,0.026020023,0.023572632,0.026464451
cg13501999,0.056113737,0.046700174,0.045262359,0.034356662,0.049483945,0.025620287,0.046146092
cg13502356,0.04299797,0.045119093,0.033656747,0.03239652,0.040686503,0.028392394,0.049229497
cg13504059,0.362487187,0.482736872,0.737011933,0.605662666,0.49332022,0.630271453,0.593794828
cg13507429,0.606374582,0.517625852,0.421333352,0.713200059,0.558113522,0.645169526,0.524477475
cg13507893,0.880976738,0.890300414,0.834004316,0.854111367,0.753258934,0.858338394,0.873305155
cg13509147,0.146458319,0.06710316,0.111969697,0.146259113,0.063806097,0.075647722,0.091360177
cg13510262,0.056957116,0.054323525,0.048551509,0.058752767,0.046020411,0.064622057,0.054132991
cg13510327,0.141948966,0.432037155,0.605824429,0.275914901,0.007577976,0.004736157,0.343636457
cg13510363,0.032796861,0.030389898,0.024263983,0.027502151,0.031504767,0.022132972,0.032399933
cg13514050,0.089232753,0.079446522,0.130682982,0.045889023,0.367669211,0.044283671,0.061598941
cg13514129,0.119079364,0.109161813,0.16076048,0.091467595,0.036061343,0.079136233,0.027366724
cg13515674,0.029928166,0.02600964,0.030200051,0.033122492,0.027827145,0.02846006,0.041359675
cg13516796,0.036927029,0.033220425,0.039668498,0.034548661,0.035544431,0.038382413,0.033039514
cg13517305,0.056474815,0.138614228,0.048690999,0.22964779,0.269472153,0.002824531,0.017839693
cg13518195,0.066468212,0.032209222,0.019220519,0.031891268,0.070941553,0.012118574,0.025644463
cg13518327,0.0459661,0.054482343,0.186227284,0.044894645,0.038633097,0.037381397,0.053765881
cg13520327,0.301938643,0.323641585,0.256723324,0.375019935,0.276127165,0.398428582,0.352651005
cg13520715,0.713894767,0.538462156,0.487517862,0.696694751,0.50588087,0.56079538,0.612793355
cg13523386,0.865873533,0.850269184,0.498957217,0.679787158,0.555368937,0.845989262,0.863196295
cg13523557,0.247690687,0.333345199,0.671600091,0.228272916,0.56611809,0.367413199,0.254769033
cg13526007,0.304707739,0.447754599,0.636688266,0.274378867,0.473384988,0.386865744,0.266939959
cg13526689,0.046815095,0.034229465,0.041712027,0.03521595,0.078532527,0.026458219,0.047924477
cg13530039,0.461370443,0.37148257,0.306182048,0.493371539,0.367163095,0.467856504,0.423391588
cg13531460,0.506647284,0.559048585,0.472197315,0.7200793,0.44148832,0.715269569,0.633021332
cg13539030,0.027340117,0.032036231,0.034670553,0.0797979,0.028191171,0.026808697,0.03361316
cg13540795,0.108979116,0.065676187,0.150595694,0.110315647,0.062658277,0.235250103,0.154458778
cg13543096,0.807108566,0.757840779,0.805791728,0.744482254,0.809749801,0.696238527,0.79044081
cg13547237,0.327220617,0.306254257,0.436021249,0.307888787,0.302851289,0.21851418,0.286293665
cg13547299,0.053875791,0.047359487,0.053974642,0.050585604,0.049355275,0.05026636,0.0528104
cg13547644,0.388849268,0.423564317,0.621988269,0.319536779,0.522605668,0.455017243,0.272329904
cg13548361,0.200274163,0.371801346,0.321689702,0.10873077,0.428000619,0.072320955,0.190884895
cg13549845,0.43214074,0.631281052,0.867635785,0.288228683,0.688675972,0.661707794,0.413775949
cg13550877,0.916535764,0.943190224,0.942304297,0.957559008,0.897700466,0.93701543,0.875261834
cg13551243,0.025352334,0.041944032,0.030708268,0.029181257,0.038945005,0.013562123,0.04678242
cg13552650,0.051882662,0.031154598,0.054304232,0.01844609,0.052575707,0.047243863,0.054410394
cg13552869,0.431115409,0.501193065,0.617507157,0.547781689,0.560236645,0.478493348,0.468504694
cg13553455,0.392251883,0.40597329,0.410926152,0.550889492,0.299095881,0.451306514,0.594841053
cg13553498,0.408373546,0.722752001,0.852351063,0.818867279,0.735865957,0.832541546,0.681365754
cg13554114,0.040916653,0.046526531,0.053156378,0.052589135,0.050552833,0.038920947,0.066469514
cg13555543,0.028681673,0.036825257,0.026991462,0.034489133,0.027690916,0.018509271,0.023171735
cg13557178,0.04715696,0.06143213,0.050338887,0.049830328,0.047751901,0.039793925,0.052393463
cg13559495,0.056111306,0.060707807,0.070442768,0.066821908,0.052455646,0.057592438,0.070276675
cg13560436,0.459926395,0.318952086,0.225608907,0.330846891,0.467622128,0.241380046,0.332133175
cg13560548,0.836183651,0.750845017,0.820778252,0.738260425,0.829911556,0.844750337,0.793416165
cg13562542,0.449155979,0.476221451,0.622959512,0.185908105,0.534804366,0.572491902,0.36451749
cg13562911,0.178788519,0.472403173,0.697535598,0.467798156,0.595099157,0.613425761,0.062811688
cg13563405,0.021826354,0.025129505,0.028123283,0.028772666,0.024530384,0.026776044,0.025582418
cg13564075,0.0253507,0.027749049,0.029103751,0.034243124,0.026946989,0.021835741,0.028296035
cg13564468,0.061371612,0.031276123,0.040832344,0.039501938,0.047856493,0.056613846,0.067706748
cg13564595,0.017010734,0.024107887,0.022534245,0.019559186,0.024174562,0.015036026,0.025978257
cg13565157,0.286882506,0.31209082,0.486645873,0.12310709,0.527432116,0.313376421,0.249260712
cg13565215,0.463017035,0.409276061,0.361318286,0.396480557,0.672098897,0.687615082,0.47556849
cg13565723,0.038605029,0.038051304,0.039285293,0.061538939,0.055469574,0.064802063,0.061257991
cg13572545,0.069372667,0.040537025,0.057068213,0.033277306,0.041613053,0.060361076,0.069835661
cg13573276,0.348078307,0.199117709,0.049040101,0.080992271,0.089698344,0.064714469,0.254739913
cg13575604,0.026684397,0.021419207,0.027165823,0.01960716,0.022307946,0.019870151,0.042667861
cg13576061,0.118795933,0.125026944,0.113589212,0.115783461,0.130362917,0.105089783,0.138140921
cg13576290,0.700123092,0.539334861,0.525004328,0.494240568,0.419194898,0.523756189,0.545046057
cg13576739,0.029603072,0.02289589,0.045068795,0.023960027,0.034577364,0.02465181,0.028811554
cg13577076,0.355378067,0.464242803,0.69459005,0.423102684,0.631417058,0.440925492,0.263796269
cg13577407,0.021995285,0.047947834,0.029626965,0.037330447,0.025575954,0.03952472,0.032812069
cg13578400,0.088586621,0.048387145,0.054126532,0.063622941,0.047494671,0.037901216,0.075495434
cg13578652,0.557732727,0.452338835,0.452272266,0.659379804,0.33398847,0.528876436,0.52250329
cg13581475,0.063604791,0.07328723,0.063089366,0.062694509,0.061952498,0.056520416,0.062638842
cg13581941,0.024192229,0.018991942,0.017285909,0.014804197,0.014033325,0.013896888,0.022394213
cg13585240,0.623346068,0.602152805,0.737052349,0.774847696,0.522127583,0.753538532,0.603781667
cg13587552,0.542953584,0.530011084,0.328644486,0.644162031,0.46365223,0.627229753,0.629596333
cg13587740,0.0526177,0.051865584,0.051507263,0.050747677,0.391739858,0.04711637,0.050979278
cg13588354,0.27456923,0.198637381,0.198303778,0.194119029,0.16242011,0.083896611,0.106441764
cg13588645,0.034717124,0.024378113,0.023278433,0.025192094,0.044280132,0.013422307,0.021497708
cg13589108,0.232160954,0.442772544,0.696998477,0.109179192,0.405240524,0.471287996,0.213872355
cg13591701,0.340593022,0.448744035,0.571158266,0.136507406,0.584672038,0.444835387,0.291282491
cg13592003,0.011002638,0.013978243,0.012005074,0.013990319,0.016027414,0.008715084,0.011226913
cg13592155,0.095555175,0.057047147,0.094028617,0.070305265,0.105888884,0.136637053,0.161254926
cg13593287,0.061855083,0.061492063,0.284474333,0.071240898,0.077529035,0.055470663,0.095063829
cg13594711,0.757167984,0.776865528,0.794558675,0.789116862,0.768544648,0.84749864,0.717676323
cg13597949,0.057859599,0.049880984,0.050841126,0.044765853,0.050657132,0.04669552,0.045590097
cg13599007,0.927705635,0.931416246,0.714091251,0.923852871,0.856137165,0.924483001,0.925907484
cg13599025,0.026921808,0.026411841,0.047453271,0.028741899,0.023297859,0.039386053,-0.004921293
cg13599477,0.225897071,0.187388727,0.05571857,0.059320422,0.085281597,0.05367157,0.095572548
cg13603099,0.02853491,0.02750478,0.02758169,0.045531221,0.020724242,0.020358038,0.019205141
cg13603171,0.492635936,0.482852844,0.603815015,0.231892107,0.643578205,0.435965801,0.350443892
cg13603551,0.615814531,0.42176325,0.390146748,0.496734458,0.369846087,0.44216964,0.663424378
cg13604223,0.042917656,0.046170372,0.040738097,0.03298015,0.043008797,0.026913489,0.03565743
cg13605579,0.878818209,0.894265341,0.91138216,0.90555339,0.747211098,0.940807071,0.907155066
cg13605690,0.029452451,0.038021031,0.032020926,0.032120186,0.025499618,0.019803485,0.042610654
cg13608094,0.893320495,0.865394868,0.899707937,0.874169033,0.852511884,0.907074836,0.876675301
cg13612524,0.053991595,0.057018704,0.034086237,0.033543131,0.06401832,0.018275445,0.005663482
cg13613532,0.064259205,0.042152088,0.063921701,0.034067317,0.070755527,0.044866937,0.064726897
cg13613748,0.064431138,0.041347679,0.040132173,0.055309613,0.048093812,0.037045419,0.059088779
cg13614181,0.299128354,0.365489756,0.273495446,0.311094587,0.557763405,0.328453362,0.289418702
cg13615963,0.137899576,0.147920349,0.10615962,0.32016364,0.110260037,0.160581866,0.250016663
cg13616221,0.043946344,0.042036208,0.060917101,0.038364522,0.039784173,0.043235313,0.041124417
cg13617705,0.032341338,0.034365694,0.041515298,0.052267055,0.025141943,0.033723984,0.021635298
cg13617782,0.049879006,0.04499463,0.069323868,0.041967884,0.058828337,0.049964818,0.042240362
cg13619408,0.325923873,0.228332645,0.421868348,0.386494122,0.292862392,0.333782698,0.318631941
cg13619768,0.037285597,0.031677892,0.033367883,0.031012887,0.02409797,0.023424494,0.029212056
cg13619915,0.292113806,0.340825227,0.702176967,0.0629328,0.618571439,0.556702303,0.169652226
cg13620770,0.041335494,0.050721473,0.055645591,0.087909539,0.116464104,0.061237795,0.143645376
cg13620808,0.022660287,0.031226964,0.027502019,0.027585855,0.027390458,0.026852851,0.032273729
cg13623690,0.031299318,0.037091262,0.044372274,0.027916483,0.056942813,0.033905208,0.053113788
cg13625113,0.039390934,0.036255776,0.041577322,0.040505512,0.035089018,0.03453011,0.035929992
cg13625205,0.053815049,0.068471422,0.051444737,0.049777441,0.055076301,0.04302445,0.075736842
cg13625403,0.831225779,0.800000989,0.757959802,0.780822355,0.799357634,0.572434991,0.838873261
cg13626881,0.426359474,0.433636196,0.42609234,0.532413837,0.441567442,0.598843165,0.485765333
cg13628514,0.506848347,0.490515178,0.701014865,0.534277827,0.651395955,0.679475488,0.420087719
cg13629753,0.075064277,0.050361906,0.088678745,0.087866285,0.082739509,0.174664464,0.129944752
cg13633026,0.781136793,0.467228118,0.348333037,0.755981856,0.545491694,0.608038306,0.781839913
cg13633560,0.192813801,0.288950232,0.17683273,0.259573122,0.17139856,0.190930416,0.290888528
cg13634319,0.287024683,0.35924642,0.380011461,0.60710015,0.211250247,0.466903497,0.478618384
cg13634678,0.024973268,0.024866967,0.027283891,0.024750923,0.020538163,0.018679578,0.026185822
cg13634864,0.829953833,0.832188992,0.55930309,0.79470545,0.736967514,0.753345536,0.832710163
cg13636404,0.059226886,0.066026882,0.142938786,0.181796844,0.228485274,0.095523382,0.06650898
cg13637733,0.037875591,0.031739168,0.045421644,0.04432514,0.04559581,0.0278398,0.064775199
cg13640200,0.046261784,0.047960541,0.227492227,0.044007113,0.386396698,0.05225637,0.048297984
cg13641903,0.587870463,0.541494316,0.674155544,0.503970064,0.578132685,0.620057854,0.489082018
cg13643585,0.168835602,0.121352385,0.659384734,0.037962729,0.040401642,0.029351755,0.219249455
cg13643796,0.231763994,0.354460175,0.439045293,0.079108356,0.621917685,0.614102131,0.10804857
cg13645078,0.32262316,0.307913547,0.182210488,0.052850813,0.097128662,0.086456472,0.215990905
cg13645811,0.249328928,0.20650496,0.215163472,0.195441952,0.23231497,0.152555374,0.225188851
cg13649728,0.813899213,0.810955348,0.87285603,0.820857029,0.869521537,0.899443344,0.848761179
cg13650137,0.028712622,0.031293898,0.03251296,0.047989041,0.037428163,0.035070627,0.021975978
cg13650156,0.74469376,0.673067876,0.520282551,0.684169126,0.564162347,0.63659654,0.766440738
cg13650689,0.017626209,0.019223769,0.018983306,0.018346326,0.01734709,0.008914472,0.012628065
cg13652336,0.420395924,0.484075712,0.611730013,0.283506073,0.594863576,0.404212742,0.267365619
cg13652556,0.028582467,0.028674885,0.04397683,0.031508899,0.044014423,0.049977564,0.031816346
cg13652653,0.062029718,0.06523319,0.106510993,0.054331081,0.074668931,0.054503244,0.059027379
cg13653456,0.029325356,0.036374677,0.037973584,0.040604816,0.028905485,0.037190284,0.053717413
cg13654195,0.129393567,0.157286403,0.155301158,0.172593382,0.133253858,0.123363792,0.117675124
cg13656062,0.75053478,0.644743695,0.467171681,0.685125219,0.515802561,0.778558782,0.816299421
cg13656360,0.033963191,0.040966048,0.032513238,0.031631838,0.135667594,0.029028267,0.042437575
cg13663218,0.397372699,0.457248027,0.573107026,0.266474446,0.559871876,0.54728071,0.333816024
cg13665184,0.079871598,0.081469037,0.133307484,0.080862598,0.081560354,0.059208534,0.076740878
cg13665593,0.024652542,0.030093041,0.022653912,0.020941247,0.026622461,0.027184193,0.035597613
cg13666340,0.148410106,0.159190411,0.36382588,0.134717279,0.110879052,0.128767939,0.083198828
cg13666729,0.20375458,0.340758679,0.480197236,0.072429662,0.55920289,0.495863387,0.169917158
cg13668129,0.188882937,0.145303855,0.262718566,0.184435855,0.110619843,0.190400983,0.167367122
cg13668397,0.027833803,0.023349385,0.030191309,0.02328741,0.015677708,0.018690261,0.023164204
cg13669465,0.061556543,0.061422708,0.070953035,0.052651661,0.057321091,0.055375709,0.064245518
cg13669740,0.71063459,0.838749658,0.907789921,0.873559785,0.835774717,0.896852312,0.819616711
